## 1.1.1
## assembly	: /home/users/sc1830/testing/contigs_04S62.fasta
## coverage	 bam0 - /home/users/sc1830/testing/sorted_mapped_04S62.bam
## taxonomy	 tax0 - /home/users/sc1830/testing/contigs_04S62.fasta.vs.nt.cul5.1e5.megablast.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
NODE_109_length_480_cov_0.702550	480	0.6708	0	0.9812	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_110_length_479_cov_1.252841	479	0.6284	0	1.9666	undef	4400.0	0	Pseudomonadota	4400.0	0	Pseudomonadales	4400.0	0	Pseudomonadaceae	4400.0	0	Pseudomonas	4400.0	0	Pseudomonas aeruginosa	4400.0	0
NODE_111_length_479_cov_0.704545	479	0.6701	0	0.9833	undef	4285.0	0	Pseudomonadota	4285.0	0	Pseudomonadales	4285.0	0	Pseudomonadaceae	4285.0	0	Pseudomonas	4285.0	0	Pseudomonas aeruginosa	4285.0	0
NODE_112_length_479_cov_0.704545	479	0.7077	0	0.9833	undef	4400.0	0	Pseudomonadota	4400.0	0	Pseudomonadales	4400.0	0	Pseudomonadaceae	4400.0	0	Pseudomonas	4400.0	0	Pseudomonas aeruginosa	4400.0	0
NODE_113_length_479_cov_0.704545	479	0.5971	0	0.9833	undef	4425.0	0	Actinomycetota	4425.0	0	Propionibacteriales	4425.0	0	Propionibacteriaceae	4425.0	0	Cutibacterium	4425.0	0	Cutibacterium acnes	4425.0	0
NODE_114_length_479_cov_0.704545	479	0.6472	0	0.9833	undef	4425.0	0	Pseudomonadota	4425.0	0	Pseudomonadales	4425.0	0	Pseudomonadaceae	4425.0	0	Pseudomonas	4425.0	0	Pseudomonas aeruginosa	4425.0	0
NODE_115_length_478_cov_1.774929	478	0.6841	0	2.956	undef	4360.0	0	Pseudomonadota	4360.0	0	Burkholderiales	4360.0	0	Alcaligenaceae	4360.0	0	Bordetella	4360.0	0	Bordetella parapertussis	2616.0	1
NODE_116_length_478_cov_1.390313	478	0.5021	0	1.9707	undef	4305.0	0	Pseudomonadota	4305.0	0	Pseudomonadales	4305.0	0	Pseudomonadaceae	4305.0	0	Pseudomonas	4305.0	0	Pseudomonas aeruginosa	4305.0	0
NODE_117_length_478_cov_0.706553	478	0.6757	0	0.9853	undef	4390.0	0	Pseudomonadota	4390.0	0	Burkholderiales	4390.0	0	Alcaligenaceae	4390.0	0	Bordetella	4390.0	0	Bordetella bronchiseptica	3512.0	1
NODE_118_length_477_cov_1.417143	477	0.7065	0	1.9748	undef	4405.0	0	Pseudomonadota	4405.0	0	Pseudomonadales	4405.0	0	Pseudomonadaceae	4405.0	0	Pseudomonas	4405.0	0	Pseudomonas aeruginosa	4405.0	0
NODE_119_length_477_cov_1.062857	477	0.6834	0	1.4811	undef	4405.0	0	Pseudomonadota	4405.0	0	Pseudomonadales	4405.0	0	Pseudomonadaceae	4405.0	0	Pseudomonas	4405.0	0	Pseudomonas aeruginosa	4405.0	0
NODE_120_length_477_cov_0.708571	477	0.7358	0	0.9874	undef	4380.0	0	Pseudomonadota	4380.0	0	Burkholderiales	4380.0	0	Alcaligenaceae	4380.0	0	Bordetella	4380.0	0	Bordetella bronchiseptica	4380.0	0
NODE_121_length_477_cov_0.708571	477	0.7128	0	0.9874	undef	4405.0	0	Pseudomonadota	4405.0	0	Burkholderiales	4405.0	0	Alcaligenaceae	4405.0	0	Bordetella	4405.0	0	Bordetella bronchiseptica	3524.0	1
NODE_122_length_476_cov_2.131805	476	0.7017	0	2.9684	undef	4400.0	0	Pseudomonadota	4400.0	0	Pseudomonadales	4400.0	0	Pseudomonadaceae	4400.0	0	Pseudomonas	4400.0	0	Pseudomonas aeruginosa	4400.0	0
NODE_123_length_476_cov_1.421203	476	0.7143	0	1.979	undef	4400.0	0	Pseudomonadota	4400.0	0	Pseudomonadales	4400.0	0	Pseudomonadaceae	4400.0	0	Pseudomonas	4400.0	0	Pseudomonas aeruginosa	4400.0	0
NODE_124_length_475_cov_1.390805	475	0.4884	0	1.9831	undef	4390.0	0	Pseudomonadota	4390.0	0	Pseudomonadales	4390.0	0	Pseudomonadaceae	4390.0	0	Pseudomonas	4390.0	0	Pseudomonas aeruginosa	4390.0	0
NODE_125_length_475_cov_1.344828	475	0.3432	0	1.9831	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_126_length_475_cov_0.712644	475	0.6695	0	0.9916	undef	4335.0	0	Pseudomonadota	4335.0	0	Pseudomonadales	4335.0	0	Pseudomonadaceae	4335.0	0	Pseudomonas	4335.0	0	Pseudomonas aeruginosa	4335.0	0
NODE_127_length_475_cov_0.706897	475	0.3642	0	0.9916	undef	4360.0	0	Chordata	4360.0	0	Primates	4360.0	0	Hominidae	4360.0	0	Homo	4360.0	0	Homo sapiens	4360.0	0
NODE_128_length_474_cov_1.072046	474	0.6688	0	1.4905	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_129_length_474_cov_0.714697	474	0.6414	0	0.9937	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_130_length_474_cov_0.714697	474	0.6287	0	0.9937	undef	3691.0	0	Pseudomonadota	3691.0	0	Burkholderiales	3075.0	1	Alcaligenaceae	2386.0	2	Bordetella	1708.0	3	Bordetella bronchiseptica	1708.0	3
NODE_131_length_474_cov_0.714697	474	0.6709	0	0.9937	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_132_length_474_cov_0.714697	474	0.4135	0	0.9937	undef	4179.0	0	Bacillota	4179.0	0	Veillonellales	4179.0	0	Veillonellaceae	4179.0	0	Veillonella	4179.0	0	Veillonella parvula	4179.0	0
NODE_133_length_474_cov_0.706052	474	0.6772	0	0.9937	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_134_length_473_cov_1.263006	473	0.6638	0	1.9915	undef	4345.0	0	Pseudomonadota	4345.0	0	Burkholderiales	4345.0	0	Alcaligenaceae	4345.0	0	Bordetella	4345.0	0	Bordetella bronchiseptica	4345.0	0
NODE_135_length_473_cov_1.049133	473	0.5708	0	0.4979	undef	3640.0	0	Pseudomonadota	3640.0	0	Enterobacterales	3640.0	0	Enterobacteriaceae	3640.0	0	Escherichia	3640.0	0	Escherichia coli	3640.0	0
NODE_136_length_473_cov_0.716763	473	0.5899	0	0.9958	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_137_length_473_cov_0.716763	473	0.4292	0	0.9958	undef	4370.0	0	Bacillota	4370.0	0	Lactobacillales	4370.0	0	Enterococcaceae	4370.0	0	Enterococcus	4370.0	0	Enterococcus faecalis	4370.0	0
NODE_138_length_473_cov_0.693642	473	0.6469	0	0.9958	undef	4205.0	0	Pseudomonadota	4205.0	0	Pseudomonadales	4205.0	0	Pseudomonadaceae	4205.0	0	Pseudomonas	4205.0	0	Pseudomonas aeruginosa	4205.0	0
NODE_139_length_472_cov_1.078261	472	0.6695	0	1.4968	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_140_length_472_cov_0.718841	472	0.5678	0	0.9979	undef	4360.0	0	Pseudomonadota	4360.0	0	Enterobacterales	4360.0	0	Enterobacteriaceae	4360.0	0	Escherichia	4360.0	0	Escherichia coli	4360.0	0
NODE_141_length_472_cov_0.718841	472	0.7055	0	0.9979	undef	4360.0	0	Pseudomonadota	4360.0	0	Burkholderiales	4360.0	0	Alcaligenaceae	4360.0	0	Bordetella	4360.0	0	Bordetella pertussis	2616.0	2
NODE_142_length_471_cov_1.104651	471	0.6794	0	2.0	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_143_length_471_cov_0.738372	471	0.4034	0	2.0	undef	4350.0	0	Chordata	4350.0	0	Primates	4350.0	0	Hominidae	4350.0	0	Homo	4350.0	0	Homo sapiens	4350.0	0
NODE_144_length_471_cov_0.720930	471	0.6178	0	1.0	undef	4340.0	0	Actinomycetota	4340.0	0	Propionibacteriales	4340.0	0	Propionibacteriaceae	4340.0	0	Cutibacterium	4340.0	0	Cutibacterium acnes	4340.0	0
NODE_145_length_470_cov_0.723032	470	0.7426	0	1.0021	undef	4263.0	0	Pseudomonadota	4263.0	0	Burkholderiales	4263.0	0	Alcaligenaceae	4263.0	0	Bordetella	4263.0	0	Bordetella bronchiseptica	4263.0	0
NODE_146_length_469_cov_1.239766	469	0.4328	0	9.0382	undef	4299.0	0	Chordata	4299.0	0	Primates	4299.0	0	Hominidae	4299.0	0	Homo	4299.0	0	Homo sapiens	4299.0	0
NODE_147_length_469_cov_0.994152	469	0.4009	0	9.0382	undef	3920.0	0	Chordata	3920.0	0	Primates	3920.0	0	Hominidae	3920.0	0	Homo	3920.0	0	Homo sapiens	3920.0	0
NODE_148_length_469_cov_0.725146	469	0.6525	0	1.0042	undef	4317.0	0	Pseudomonadota	4317.0	0	Burkholderiales	4317.0	0	Alcaligenaceae	4317.0	0	Bordetella	4317.0	0	Bordetella bronchiseptica	2595.0	1
NODE_149_length_469_cov_0.725146	469	0.6695	0	1.0042	undef	4335.0	0	Pseudomonadota	4335.0	0	Pseudomonadales	4335.0	0	Pseudomonadaceae	4335.0	0	Pseudomonas	4335.0	0	Pseudomonas aeruginosa	4335.0	0
NODE_150_length_469_cov_0.725146	469	0.6439	0	1.0042	undef	1785.0	0	Deinococcota	1785.0	0	Thermales	1785.0	0	Thermaceae	1785.0	0	Thermus	924.0	1	Allomeiothermus silvanus	861.0	4
NODE_151_length_469_cov_0.725146	469	0.4264	0	4.017	undef	4335.0	0	Chordata	4335.0	0	Primates	4335.0	0	Hominidae	4335.0	0	Homo	4335.0	0	Homo sapiens	4335.0	0
NODE_152_length_468_cov_1.313783	468	0.6603	0	2.0128	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_153_length_468_cov_0.727273	468	0.5	0	1.0064	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_154_length_468_cov_0.727273	468	0.6218	0	1.0064	undef	4270.0	0	Pseudomonadota	4270.0	0	Pseudomonadales	4270.0	0	Pseudomonadaceae	4270.0	0	Pseudomonas	4270.0	0	Pseudomonas aeruginosa	4270.0	0
NODE_155_length_467_cov_1.005882	467	0.5525	0	1.0085	undef	4040.0	0	Pseudomonadota	4040.0	0	Enterobacterales	4040.0	0	Enterobacteriaceae	4040.0	0	Escherichia	4040.0	0	Escherichia coli	4040.0	0
NODE_156_length_467_cov_0.729412	467	0.5653	0	1.0085	undef	3705.0	0	Pseudomonadota	3705.0	0	Enterobacterales	3705.0	0	Enterobacteriaceae	3705.0	0	Escherichia	3705.0	0	Escherichia coli	3705.0	0
NODE_157_length_467_cov_0.688235	467	0.7024	0	1.0085	undef	4230.0	0	Pseudomonadota	4230.0	0	Pseudomonadales	4230.0	0	Pseudomonadaceae	4230.0	0	Pseudomonas	4230.0	0	Pseudomonas aeruginosa	4230.0	0
NODE_158_length_466_cov_1.097345	466	0.7082	0	2.0214	undef	4305.0	0	Pseudomonadota	4305.0	0	Pseudomonadales	4305.0	0	Pseudomonadaceae	4305.0	0	Pseudomonas	4305.0	0	Pseudomonas aeruginosa	4305.0	0
NODE_159_length_466_cov_0.731563	466	0.6824	0	1.0107	undef	4219.0	0	Pseudomonadota	4219.0	0	Burkholderiales	4219.0	0	Alcaligenaceae	4219.0	0	Bordetella	4219.0	0	Bordetella bronchiseptica	4219.0	0
NODE_160_length_466_cov_0.731563	466	0.6588	0	1.0107	undef	4305.0	0	Pseudomonadota	4305.0	0	Pseudomonadales	4305.0	0	Pseudomonadaceae	4305.0	0	Pseudomonas	4305.0	0	Pseudomonas aeruginosa	4305.0	0
NODE_161_length_466_cov_0.705015	466	0.6266	0	1.0107	undef	4000.0	0	Pseudomonadota	4000.0	0	Pseudomonadales	4000.0	0	Pseudomonadaceae	4000.0	0	Pseudomonas	4000.0	0	Pseudomonas aeruginosa	4000.0	0
NODE_162_length_465_cov_0.733728	465	0.4151	0	1.0129	undef	4385.500000000001	0	Bacillota	4385.500000000001	0	Lactobacillales	4385.500000000001	0	Enterococcaceae	4385.500000000001	0	Enterococcus	4385.500000000001	0	Enterococcus faecalis	4385.500000000001	0
NODE_163_length_465_cov_0.733728	465	0.6409	0	1.0129	undef	4295.0	0	Pseudomonadota	4295.0	0	Burkholderiales	4295.0	0	Alcaligenaceae	4295.0	0	Bordetella	4295.0	0	Bordetella pertussis	2577.0	2
NODE_164_length_465_cov_0.733728	465	0.6452	0	1.0129	undef	4295.0	0	Pseudomonadota	4295.0	0	Pseudomonadales	4295.0	0	Pseudomonadaceae	4295.0	0	Pseudomonas	4295.0	0	Pseudomonas aeruginosa	4295.0	0
NODE_165_length_465_cov_0.701183	465	0.372	0	2.0258	undef	4105.0	0	Bacillota	4105.0	0	Lactobacillales	4105.0	0	Enterococcaceae	4105.0	0	Enterococcus	4105.0	0	Enterococcus faecalis	4105.0	0
NODE_166_length_465_cov_0.686391	465	0.4968	0	1.0129	undef	900.0	0	Pseudomonadota	900.0	0	Enterobacterales	900.0	0	Enterobacteriaceae	900.0	0	Escherichia	900.0	0	Escherichia coli	900.0	0
NODE_167_length_465_cov_0.393491	465	0.228	0	1.5193	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_168_length_464_cov_1.050445	464	0.7694	0	2.0301	undef	2452.0	0	Actinomycetota	2452.0	0	Pseudonocardiales	2452.0	0	Pseudonocardiaceae	2452.0	0	Pseudonocardia	2452.0	0	Pseudonocardia sp. DSM 110487	588.0	4
NODE_169_length_464_cov_0.735905	464	0.6875	0	1.0151	undef	4285.0	0	Pseudomonadota	4285.0	0	Pseudomonadales	4285.0	0	Pseudomonadaceae	4285.0	0	Pseudomonas	4285.0	0	Pseudomonas aeruginosa	4285.0	0
NODE_170_length_464_cov_0.715134	464	0.3405	0	1.0151	undef	4260.0	0	Chordata	4260.0	0	Primates	4260.0	0	Hominidae	4260.0	0	Homo	4260.0	0	Homo sapiens	4260.0	0
NODE_171_length_464_cov_0.688427	464	0.4634	0	1.0151	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_172_length_464_cov_0.504451	464	0.6918	0	1.5226	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_173_length_463_cov_1.476190	463	0.7019	0	2.0345	undef	4280.0	0	Pseudomonadota	4280.0	0	Pseudomonadales	4280.0	0	Pseudomonadaceae	4280.0	0	Pseudomonas	4280.0	0	Pseudomonas aeruginosa	4280.0	0
NODE_174_length_463_cov_0.738095	463	0.5637	0	1.0173	undef	4213.0	0	Actinomycetota	4213.0	0	Propionibacteriales	4213.0	0	Propionibacteriaceae	4213.0	0	Cutibacterium	4213.0	0	Cutibacterium acnes	4213.0	0
NODE_175_length_463_cov_0.711310	463	0.7041	0	1.0173	undef	4225.0	0	Pseudomonadota	4225.0	0	Pseudomonadales	4225.0	0	Pseudomonadaceae	4225.0	0	Pseudomonas	4225.0	0	Pseudomonas aeruginosa	4225.0	0
NODE_176_length_462_cov_0.740299	462	0.1385	0	1.0195	undef	4270.0	0	Chordata	4270.0	0	Primates	4270.0	0	Hominidae	4270.0	0	Homo	4270.0	0	Homo sapiens	4270.0	0
NODE_177_length_461_cov_0.742515	461	0.6768	0	1.0217	undef	4260.0	0	Pseudomonadota	4260.0	0	Pseudomonadales	4260.0	0	Pseudomonadaceae	4260.0	0	Pseudomonas	4260.0	0	Pseudomonas aeruginosa	4260.0	0
NODE_178_length_461_cov_0.742515	461	0.6725	0	1.0217	undef	4260.0	0	Pseudomonadota	4260.0	0	Pseudomonadales	4260.0	0	Pseudomonadaceae	4260.0	0	Pseudomonas	4260.0	0	Pseudomonas aeruginosa	4260.0	0
NODE_179_length_460_cov_1.306306	460	0.3304	0	2.0478	undef	4195.0	0	Bacillota	4195.0	0	Lactobacillales	4195.0	0	Enterococcaceae	4195.0	0	Enterococcus	4195.0	0	Enterococcus faecalis	4195.0	0
NODE_180_length_460_cov_1.183183	460	0.7348	0	2.0478	undef	4225.0	0	Pseudomonadota	4225.0	0	Pseudomonadales	4225.0	0	Pseudomonadaceae	4225.0	0	Pseudomonas	4225.0	0	Pseudomonas aeruginosa	4225.0	0
NODE_181_length_460_cov_0.744745	460	0.513	0	1.0239	undef	4250.0	0	Pseudomonadota	4250.0	0	Burkholderiales	4250.0	0	Alcaligenaceae	4250.0	0	Bordetella	4250.0	0	Bordetella parapertussis	2550.0	1
NODE_182_length_460_cov_0.744745	460	0.6022	0	1.0239	undef	4140.0	0	Pseudomonadota	4140.0	0	Burkholderiales	4140.0	0	Alcaligenaceae	4140.0	0	Bordetella	4140.0	0	Bordetella bronchiseptica	2484.0	1
NODE_183_length_460_cov_0.744745	460	0.6804	0	1.0239	undef	4225.0	0	Pseudomonadota	4225.0	0	Pseudomonadales	4225.0	0	Pseudomonadaceae	4225.0	0	Pseudomonas	4225.0	0	Pseudomonas aeruginosa	4225.0	0
NODE_184_length_460_cov_0.729730	460	0.7783	0	1.0239	undef	4225.0	0	Pseudomonadota	4225.0	0	Burkholderiales	4225.0	0	Alcaligenaceae	4225.0	0	Bordetella	4225.0	0	Bordetella bronchiseptica	4225.0	0
NODE_185_length_460_cov_0.684685	460	0.4109	0	1.0239	undef	4225.0	0	Chordata	4225.0	0	Primates	4225.0	0	Hominidae	4225.0	0	Homo	4225.0	0	Homo sapiens	4225.0	0
NODE_186_length_459_cov_1.445783	459	0.7364	0	2.0522	undef	4240.0	0	Pseudomonadota	4240.0	0	Burkholderiales	4240.0	0	Alcaligenaceae	4240.0	0	Bordetella	4240.0	0	Bordetella pertussis	3392.0	1
NODE_187_length_459_cov_1.120482	459	0.6754	0	1.5392	undef	4185.0	0	Pseudomonadota	4185.0	0	Pseudomonadales	4185.0	0	Pseudomonadaceae	4185.0	0	Pseudomonas	4185.0	0	Pseudomonas aeruginosa	4185.0	0
NODE_188_length_459_cov_0.746988	459	0.7386	0	1.0261	undef	4215.0	0	Pseudomonadota	4215.0	0	Burkholderiales	4215.0	0	Alcaligenaceae	4215.0	0	Bordetella	4215.0	0	Bordetella bronchiseptica	4215.0	0
NODE_189_length_459_cov_0.689759	459	0.427	0	1.0261	undef	4160.0	0	Chordata	4160.0	0	Primates	4160.0	0	Hominidae	4160.0	0	Homo	4160.0	0	Homo sapiens	4160.0	0
NODE_190_length_458_cov_0.749245	458	0.6834	0	1.0284	undef	4205.0	0	Pseudomonadota	4205.0	0	Burkholderiales	4205.0	0	Alcaligenaceae	4205.0	0	Bordetella	4205.0	0	Bordetella parapertussis	2523.0	1
NODE_191_length_458_cov_0.749245	458	0.3581	0	1.0284	undef	4210.0	0	Chordata	4210.0	0	Primates	4210.0	0	Hominidae	4210.0	0	Homo	4210.0	0	Homo sapiens	4210.0	0
NODE_192_length_458_cov_0.716012	458	0.6659	0	1.0284	undef	4230.0	0	Pseudomonadota	4230.0	0	Pseudomonadales	4230.0	0	Pseudomonadaceae	4230.0	0	Pseudomonas	4230.0	0	Pseudomonas aeruginosa	4230.0	0
NODE_193_length_457_cov_1.503030	457	0.6893	0	2.0612	undef	4225.0	0	Pseudomonadota	4225.0	0	Pseudomonadales	4225.0	0	Pseudomonadaceae	4225.0	0	Pseudomonas	4225.0	0	Pseudomonas aeruginosa	4225.0	0
NODE_194_length_457_cov_1.436364	457	0.663	0	2.0612	undef	4225.0	0	Pseudomonadota	4225.0	0	Burkholderiales	4225.0	0	Alcaligenaceae	4225.0	0	Bordetella	4225.0	0	Bordetella pertussis	3380.0	1
NODE_195_length_457_cov_0.751515	457	0.6061	0	1.0306	undef	4225.0	0	Pseudomonadota	4225.0	0	Pseudomonadales	4225.0	0	Pseudomonadaceae	4225.0	0	Pseudomonas	4225.0	0	Pseudomonas aeruginosa	4225.0	0
NODE_196_length_456_cov_0.963526	456	0.5154	0	1.5493	undef	3910.0	0	Pseudomonadota	3910.0	0	Enterobacterales	3910.0	0	Enterobacteriaceae	3910.0	0	Escherichia	3910.0	0	Escherichia coli	3910.0	0
NODE_197_length_456_cov_0.753799	456	0.5987	0	1.0329	undef	4161.0	0	Pseudomonadota	4161.0	0	Pseudomonadales	4161.0	0	Pseudomonadaceae	4161.0	0	Pseudomonas	4161.0	0	Pseudomonas juntendi	2507.0	2
NODE_198_length_456_cov_0.753799	456	0.3553	0	1.0329	undef	4215.0	0	Chordata	4215.0	0	Primates	4215.0	0	Hominidae	4215.0	0	Homo	4215.0	0	Homo sapiens	4215.0	0
NODE_199_length_456_cov_0.753799	456	0.7105	0	1.0329	undef	4197.0	0	Pseudomonadota	4197.0	0	Burkholderiales	4197.0	0	Alcaligenaceae	4197.0	0	Bordetella	4197.0	0	Bordetella pertussis	2511.0	1
NODE_200_length_456_cov_0.753799	456	0.6645	0	1.0329	undef	4215.0	0	Pseudomonadota	4215.0	0	Pseudomonadales	4215.0	0	Pseudomonadaceae	4215.0	0	Pseudomonas	4215.0	0	Pseudomonas aeruginosa	4215.0	0
NODE_201_length_456_cov_0.753799	456	0.7259	0	1.0329	undef	4185.0	0	Pseudomonadota	4185.0	0	Pseudomonadales	4185.0	0	Pseudomonadaceae	4185.0	0	Pseudomonas	4185.0	0	Pseudomonas aeruginosa	4185.0	0
NODE_202_length_456_cov_0.747720	456	0.3377	0	1.0329	undef	3495.0	0	Bacillota	3495.0	0	Lactobacillales	3495.0	0	Enterococcaceae	3495.0	0	Enterococcus	3495.0	0	Enterococcus faecalis	3495.0	0
NODE_203_length_456_cov_0.693009	456	0.6075	0	1.0329	undef	4045.0	0	Pseudomonadota	4045.0	0	Pseudomonadales	4045.0	0	Pseudomonadaceae	4045.0	0	Pseudomonas	4045.0	0	Pseudomonas aeruginosa	4045.0	0
NODE_204_length_455_cov_79.335366	455	0.4725	0	156.3066	undef	4175.0	0	Pseudomonadota	4175.0	0	Enterobacterales	4175.0	0	Enterobacteriaceae	4175.0	0	Escherichia	4175.0	0	Escherichia coli	4175.0	0
NODE_205_length_455_cov_0.756098	455	0.6462	0	1.0351	undef	4205.0	0	Pseudomonadota	4205.0	0	Pseudomonadales	4205.0	0	Pseudomonadaceae	4205.0	0	Pseudomonas	4205.0	0	Pseudomonas aeruginosa	4205.0	0
NODE_206_length_455_cov_0.756098	455	0.3275	0	1.0351	undef	4150.0	0	Bacillota	4150.0	0	Lactobacillales	4150.0	0	Enterococcaceae	4150.0	0	Enterococcus	4150.0	0	Enterococcus faecalis	4150.0	0
NODE_207_length_455_cov_0.756098	455	0.7121	0	1.0351	undef	4205.0	0	Pseudomonadota	4205.0	0	Burkholderiales	4205.0	0	Alcaligenaceae	4205.0	0	Bordetella	4205.0	0	Bordetella bronchiseptica	4205.0	0
NODE_208_length_454_cov_1.180428	454	0.685	0	2.0748	undef	4165.0	0	Pseudomonadota	4165.0	0	Pseudomonadales	4165.0	0	Pseudomonadaceae	4165.0	0	Pseudomonas	4165.0	0	Pseudomonas aeruginosa	4165.0	0
NODE_209_length_454_cov_0.758410	454	0.6542	0	1.0374	undef	4195.0	0	Pseudomonadota	4195.0	0	Pseudomonadales	4195.0	0	Pseudomonadaceae	4195.0	0	Pseudomonas	4195.0	0	Pseudomonas aeruginosa	4195.0	0
NODE_210_length_453_cov_1.552147	453	0.6358	0	3.1191	undef	4160.0	0	Pseudomonadota	4160.0	0	Pseudomonadales	4160.0	0	Pseudomonadaceae	4160.0	0	Pseudomonas	4160.0	0	Pseudomonas aeruginosa	4160.0	0
NODE_211_length_453_cov_1.230061	453	0.6071	0	2.0794	undef	4160.0	0	Pseudomonadota	4160.0	0	Enterobacterales	4160.0	0	Enterobacteriaceae	4160.0	0	Escherichia	4160.0	0	Escherichia coli	4160.0	0
NODE_212_length_453_cov_0.674847	453	0.351	0	1.0397	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_213_length_453_cov_0.653374	453	0.3687	0	1.0397	undef	1335.0	0	Pseudomonadota	1335.0	0	Enterobacterales	1335.0	0	Enterobacteriaceae	1335.0	0	Escherichia	1335.0	0	Escherichia coli	1335.0	0
NODE_214_length_452_cov_0.763077	452	0.5973	0	1.042	undef	4150.0	0	Actinomycetota	4150.0	0	Propionibacteriales	4150.0	0	Propionibacteriaceae	4150.0	0	Cutibacterium	4150.0	0	Cutibacterium acnes	4150.0	0
NODE_215_length_452_cov_0.732308	452	0.6991	0	1.042	undef	3964.0	0	Pseudomonadota	3964.0	0	Burkholderiales	3964.0	0	Alcaligenaceae	3964.0	0	Bordetella	3964.0	0	Bordetella bronchiseptica	3169.0	1
NODE_216_length_452_cov_0.673846	452	0.3407	0	1.042	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_217_length_451_cov_0.765432	451	0.6874	0	1.0443	undef	4165.0	0	Pseudomonadota	4165.0	0	Pseudomonadales	4165.0	0	Pseudomonadaceae	4165.0	0	Pseudomonas	4165.0	0	Pseudomonas aeruginosa	4165.0	0
NODE_218_length_451_cov_0.765432	451	0.5565	0	1.0443	undef	4055.0	0	Pseudomonadota	4055.0	0	Pseudomonadales	4055.0	0	Pseudomonadaceae	4055.0	0	Pseudomonas	4055.0	0	Pseudomonas aeruginosa	4055.0	0
NODE_219_length_451_cov_0.765432	451	0.6585	0	1.0443	undef	4165.0	0	Pseudomonadota	4165.0	0	Pseudomonadales	4165.0	0	Pseudomonadaceae	4165.0	0	Pseudomonas	4165.0	0	Pseudomonas aeruginosa	4165.0	0
NODE_220_length_451_cov_0.765432	451	0.6807	0	1.0443	undef	4140.0	0	Pseudomonadota	4140.0	0	Burkholderiales	4140.0	0	Alcaligenaceae	4140.0	0	Bordetella	4140.0	0	Bordetella pertussis	3312.0	1
